Duration,Start Time,Profile Name,Country,Bookmark,Latest Bookmark,Supplemental Video Type,Attributes,Device Type,Title
00:48:26,2026-01-22 23:51:18,Rafael,BR (Brazil),01:19:21,01:19:21,,,DefaultWidevineAndroidPhone,Hometown Cha-Cha-Cha: Minissérie: Episódio 9 (episódio 9)
00:30:19,2026-01-22 01:49:24,Rafael,BR (Brazil),00:30:57,Not latest view,,,DefaultWidevineAndroidPhone,Hometown Cha-Cha-Cha: Minissérie: Episódio 9 (episódio 9)
00:47:12,2026-01-22 01:02:10,Rafael,BR (Brazil),01:19:03,01:19:03,,,DefaultWidevineAndroidPhone,Hometown Cha-Cha-Cha: Minissérie: Episódio 8 (episódio 8)
00:13:24,2026-01-21 10:15:08,Rafael,BR (Brazil),00:13:30,00:13:30,,,LG 2017 LG M16p Standard UHD TV Smart TV,Henry Danger: Temporada 4: Soletrando (episódio 16)
00:21:56,2026-01-21 09:53:09,Rafael,BR (Brazil),00:22:02,00:22:02,,,LG 2017 LG M16p Standard UHD TV Smart TV,Henry Danger: Temporada 4: Um problema para Henry (episódio 15)
00:11:33,2026-01-21 09:40:44,Rafael,BR (Brazil),00:22:12,00:22:12,,,LG 2017 LG M16p Standard UHD TV Smart TV,Henry Danger: Temporada 4: Confusões de sábado à noite (episódio 14)
00:55:19,2026-01-19 13:48:20,Rafael,BR (Brazil),00:55:32,00:55:32,,Autoplayed: user action: User_Interaction; ,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 6: Jogos e diversão (episódio 9)
00:48:49,2026-01-19 12:59:26,Rafael,BR (Brazil),00:48:40,00:48:40,,Autoplayed: user action: User_Interaction; ,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 6: Mirar e atirar (episódio 8)
00:49:46,2026-01-19 12:09:34,Rafael,BR (Brazil),00:49:23,00:49:23,,,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 6: Plano e execução (episódio 7)
00:01:27,2026-01-19 12:06:44,Rafael,BR (Brazil),00:01:27,00:01:27,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Reis: Series 1_hook_03
00:44:11,2026-01-18 23:54:11,Rafael,BR (Brazil),00:43:26,00:43:26,,,Chrome PC (Cadmium),Better Call Saul: Temporada 6: Segundas intenções (episódio 6)
00:18:32,2026-01-18 23:31:39,Rafael,BR (Brazil),00:51:10,00:51:10,,,Chrome PC (Cadmium),Better Call Saul: Temporada 6: Machucados (episódio 5)
00:00:55,2026-01-18 23:30:07,Rafael,BR (Brazil),00:00:55,00:00:55,HOOK,Autoplayed: user action: None; ,Chrome PC (Cadmium),Better Call Saul: Season 3_hook_primary_16x9
00:14:54,2026-01-18 16:45:47,Rafael,BR (Brazil),00:31:54,Not latest view,,,DefaultWidevineAndroidPhone,Hometown Cha-Cha-Cha: Minissérie: Episódio 8 (episódio 8)
00:09:55,2026-01-18 16:19:32,Rafael,BR (Brazil),00:17:02,Not latest view,,,DefaultWidevineAndroidPhone,Hometown Cha-Cha-Cha: Minissérie: Episódio 8 (episódio 8)
00:10:12,2026-01-18 03:18:34,Rafael,BR (Brazil),00:10:39,Not latest view,,,DefaultWidevineAndroidPhone,Henry Danger: Temporada 4: Confusões de sábado à noite (episódio 14)
00:08:52,2026-01-18 03:09:41,Rafael,BR (Brazil),00:22:06,00:22:06,,,DefaultWidevineAndroidPhone,Henry Danger: Temporada 4: Capitão Man-kini (episódio 13)
00:04:05,2026-01-18 01:42:26,Rafael,BR (Brazil),00:32:38,Not latest view,,,Microsoft Xbox Series X,Better Call Saul: Temporada 6: Machucados (episódio 5)
00:00:03,2026-01-18 01:41:29,Rafael,BR (Brazil),00:28:36,Not latest view,,,Microsoft Xbox Series X,Better Call Saul: Temporada 6: Machucados (episódio 5)
00:28:33,2026-01-18 01:11:15,Rafael,BR (Brazil),00:28:34,Not latest view,,,Microsoft Xbox Series X,Better Call Saul: Temporada 6: Machucados (episódio 5)
00:13:21,2026-01-17 22:39:02,Rafael,BR (Brazil),00:13:20,Not latest view,,,DefaultWidevineAndroidPhone,Henry Danger: Temporada 4: Capitão Man-kini (episódio 13)
00:43:33,2026-01-17 20:25:29,Rafael,BR (Brazil),00:43:05,00:43:05,,,Microsoft Xbox Series X,Better Call Saul: Temporada 6: Atropelamento com fuga (episódio 4)
00:45:48,2026-01-17 19:39:13,Rafael,BR (Brazil),00:45:48,00:45:48,,,Microsoft Xbox Series X,Better Call Saul: Temporada 6: Entre a cruz e a espada (episódio 3)
00:59:37,2026-01-17 18:39:19,Rafael,BR (Brazil),00:59:53,00:59:53,,,Microsoft Xbox Series X,Better Call Saul: Temporada 6: Morde e assopra (episódio 2)
00:00:01,2026-01-17 18:34:36,Rafael,BR (Brazil),00:00:01,00:00:01,,,Microsoft Xbox Series X,Desastre Total: Woodstock 99: Temporada 1: Como aconteceu isso? (episódio 1)
00:00:10,2026-01-17 13:42:38,Rafael,BR (Brazil),00:00:15,Not latest view,,Autoplayed: user action: None; ,DefaultWidevineAndroidPhone,Better Call Saul: Temporada 6: Morde e assopra (episódio 2)
00:53:21,2026-01-17 12:49:09,Rafael,BR (Brazil),00:55:10,00:55:10,,,DefaultWidevineAndroidPhone,Better Call Saul: Temporada 6: Vinhos e rosas (episódio 1)
00:31:36,2026-01-17 12:17:24,Rafael,BR (Brazil),00:59:35,00:59:35,,,DefaultWidevineAndroidPhone,Better Call Saul: Temporada 5: Imperdoável (episódio 10)
00:19:56,2026-01-17 11:56:55,Rafael,BR (Brazil),00:28:04,Not latest view,,,DefaultWidevineAndroidPhone,Better Call Saul: Temporada 5: Imperdoável (episódio 10)
00:08:06,2026-01-17 02:03:50,Rafael,BR (Brazil),00:08:10,Not latest view,,,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 5: Imperdoável (episódio 10)
00:58:42,2026-01-17 01:03:31,Rafael,BR (Brazil),00:59:03,00:59:03,,,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 5: Estradas das más escolhas (episódio 9)
00:53:38,2026-01-17 00:09:42,Rafael,BR (Brazil),00:53:43,00:53:43,,,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 5: A mula (episódio 8)
00:12:08,2026-01-16 23:57:31,Rafael,BR (Brazil),00:47:14,00:47:14,,,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 5: JMM (episódio 7)
00:06:59,2026-01-16 23:36:15,Rafael,BR (Brazil),00:07:11,Not latest view,,Autoplayed: user action: None; ,DefaultWidevineAndroidPhone,Hometown Cha-Cha-Cha: Minissérie: Episódio 8 (episódio 8)
01:10:15,2026-01-16 21:55:32,Rafael,BR (Brazil),01:19:59,01:19:59,,,DefaultWidevineAndroidPhone,Hometown Cha-Cha-Cha: Minissérie: Episódio 7 (episódio 7)
00:32:24,2026-01-16 20:41:28,Rafael,BR (Brazil),00:35:12,Not latest view,,Autoplayed: user action: User_Interaction; ,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 5: JMM (episódio 7)
00:35:29,2026-01-16 20:05:56,Rafael,BR (Brazil),00:51:04,00:51:04,,,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 5: Wexler contra Goodman (episódio 6)
00:06:59,2026-01-16 17:09:46,Rafael,BR (Brazil),00:15:36,Not latest view,,,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 5: Wexler contra Goodman (episódio 6)
00:11:05,2026-01-16 16:23:39,Rafael,BR (Brazil),00:11:34,Not latest view,,Autoplayed: user action: None; ,DefaultWidevineAndroidPhone,Hometown Cha-Cha-Cha: Minissérie: Episódio 7 (episódio 7)
00:12:36,2026-01-16 16:11:02,Rafael,BR (Brazil),01:19:04,01:19:04,,,DefaultWidevineAndroidPhone,Hometown Cha-Cha-Cha: Minissérie: Episódio 6 (episódio 6)
00:08:34,2026-01-16 11:24:35,Rafael,BR (Brazil),00:08:38,Not latest view,,,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 5: Wexler contra Goodman (episódio 6)
00:49:41,2026-01-16 10:34:37,Rafael,BR (Brazil),00:49:58,00:49:58,,,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 5: Dedicado a Max (episódio 5)
00:00:44,2026-01-16 10:33:44,Rafael,BR (Brazil),00:00:44,00:00:44,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Minissérie (Clipe 10): O Amor Pode Ser Traduzido?
00:45:50,2026-01-16 01:54:48,Rafael,BR (Brazil),00:45:51,00:45:51,,,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 5: Namastê (episódio 4)
00:00:22,2026-01-16 01:54:21,Rafael,BR (Brazil),00:00:22,00:00:22,TRAILER,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,O Outro Pai (Trailer)
00:28:58,2026-01-15 23:27:40,Rafael,BR (Brazil),01:06:29,Not latest view,,,DefaultWidevineAndroidPhone,Hometown Cha-Cha-Cha: Minissérie: Episódio 6 (episódio 6)
00:00:06,2026-01-15 22:50:39,Rafael,BR (Brazil),00:00:03,Not latest view,,,DefaultWidevineAndroidPhone,Better Call Saul: Temporada 5: Namastê (episódio 4)
00:22:36,2026-01-15 21:37:46,Rafael,BR (Brazil),00:38:00,Not latest view,,,DefaultWidevineAndroidPhone,Hometown Cha-Cha-Cha: Minissérie: Episódio 6 (episódio 6)
00:53:50,2026-01-15 14:12:54,Rafael,BR (Brazil),00:53:54,00:53:54,,,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 5: O cara certo (episódio 3)
00:44:50,2026-01-15 13:28:00,Rafael,BR (Brazil),00:44:54,00:44:54,,,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 5: 50% de desconto (episódio 2)
00:53:52,2026-01-15 12:34:04,Rafael,BR (Brazil),00:54:02,00:54:02,,,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 5: Mago (episódio 1)
00:53:14,2026-01-15 01:17:52,Rafael,BR (Brazil),00:53:15,00:53:15,,,LG 2017 LG M16p Standard UHD TV Smart TV,Desastre Total: Cruzeiro do Cocô
00:01:37,2026-01-15 01:16:11,Rafael,BR (Brazil),00:01:37,00:01:37,TRAILER,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Trailer: Desastre Total: Cruzeiro do Cocô
00:00:21,2026-01-15 01:15:47,Rafael,BR (Brazil),00:00:21,00:00:21,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Bring the Soul: The Movie_hook_primary_16x9
00:00:15,2026-01-15 01:15:27,Rafael,BR (Brazil),00:00:15,00:00:15,TRAILER,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Trailer: Avicii: Meu Nome é Tim
00:00:45,2026-01-15 01:14:30,Rafael,BR (Brazil),00:00:45,00:00:45,TRAILER,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Trailer: Einstein e a Bomba
00:00:18,2026-01-15 01:13:56,Rafael,BR (Brazil),00:00:18,00:00:18,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Kaulitz & Kaulitz: Season 1 - Baseline Clip 1
00:00:07,2026-01-15 01:13:43,Rafael,BR (Brazil),00:00:07,00:00:07,TRAILER,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Trailer: BLACKPINK: Light Up the Sky
00:00:12,2026-01-15 01:13:07,Rafael,BR (Brazil),00:00:12,00:00:12,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Edifício Master_hook_05
00:00:43,2026-01-15 01:12:11,Rafael,BR (Brazil),00:00:43,00:00:43,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,A Noite que Mudou o Pop (Clipe): A Noite que Mudou o Pop
00:00:10,2026-01-15 01:11:55,Rafael,BR (Brazil),00:00:10,00:00:10,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Nos Bastidores de Stranger Things: The First Shadow (Clipe 2): Nos Bastidores de Stranger Things: The First Shadow
00:01:03,2026-01-15 01:10:28,Rafael,BR (Brazil),00:01:03,00:01:03,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Depeche Mode: M_hook_04
00:00:18,2026-01-15 01:09:57,Rafael,BR (Brazil),00:00:18,00:00:18,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Clipe 7: Apocalipse nos Trópicos
00:00:13,2026-01-15 01:09:41,Rafael,BR (Brazil),00:00:13,00:00:13,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Temporada 1 (Clipe 5): Simon Cowell: O Próximo Sucesso
00:00:19,2026-01-15 01:08:23,Rafael,BR (Brazil),00:00:19,00:00:19,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,A Time to Kill_hook_primary_16x9
00:00:05,2026-01-15 01:08:06,Rafael,BR (Brazil),00:00:05,00:00:05,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Clipe 7: A Garota Canhota
00:00:04,2026-01-15 01:07:58,Rafael,BR (Brazil),00:00:04,00:00:04,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Hour of the Star_hook_04
00:00:05,2026-01-15 01:07:50,Rafael,BR (Brazil),00:00:05,00:00:05,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,True Beauty: Season 1_hook_primary_16x9
00:00:16,2026-01-15 01:03:35,Rafael,BR (Brazil),00:00:16,00:00:16,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Clipe 5: Stranger Things
00:00:07,2026-01-15 00:51:21,Rafael,BR (Brazil),00:00:07,00:00:07,TRAILER,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Temporada 9 (Trailer): Queer Eye
00:01:30,2026-01-15 00:49:16,Rafael,BR (Brazil),00:01:30,00:01:30,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Clipe 3: O Gambito da Rainha
00:00:15,2026-01-15 00:48:37,Rafael,BR (Brazil),00:00:15,00:00:15,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Vikings: Season 1 - CLM 9
00:00:54,2026-01-15 00:47:33,Rafael,BR (Brazil),00:00:54,00:00:54,TRAILER,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Sense8 (Trailer)
00:00:15,2026-01-15 00:47:14,Rafael,BR (Brazil),00:00:15,00:00:15,TRAILER,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Temporada 3 (Trailer): Dark
00:00:04,2026-01-15 00:47:07,Rafael,BR (Brazil),00:00:04,00:00:04,TRAILER,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Narcos: Temporada 3 (Trailer)
00:00:27,2026-01-15 00:46:23,Rafael,BR (Brazil),00:00:27,Not latest view,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,True Beauty: Season 1_hook_primary_16x9
00:00:36,2026-01-15 00:45:34,Rafael,BR (Brazil),00:00:36,00:00:36,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,The Revenant_hook_01_16x9_backfill
00:00:07,2026-01-15 00:45:09,Rafael,BR (Brazil),00:00:07,Not latest view,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Hour of the Star_hook_04
00:00:36,2026-01-15 00:44:42,Rafael,BR (Brazil),00:07:57,00:07:57,,,DefaultWidevineAndroidPhone,Sunset - Milha de Ouro: Temporada 1: Se as aparências pudessem vender (episódio 1)
00:00:03,2026-01-15 00:44:28,Rafael,BR (Brazil),00:00:03,Not latest view,,,DefaultWidevineAndroidPhone,Better Call Saul: Temporada 5: Mago (episódio 1)
00:00:52,2026-01-15 00:44:06,Rafael,BR (Brazil),00:00:52,00:00:52,TRAILER,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Minissérie (Trailer): Dele & Dela
00:00:26,2026-01-15 00:43:36,Rafael,BR (Brazil),00:00:26,00:00:26,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Clipe 8: Guerreiras do K-Pop
00:00:09,2026-01-15 00:43:03,Rafael,BR (Brazil),00:00:09,00:00:09,TRAILER,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Trailer: A Última Aventura: Nos Bastidores de Stranger Things 5
00:00:16,2026-01-15 00:42:45,Rafael,BR (Brazil),00:00:16,00:00:16,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Clipe 10: De Férias com Você
00:00:13,2026-01-15 00:42:18,Rafael,BR (Brazil),00:00:13,00:00:13,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Temporada 3 (Clipe 2): Machos Alfa
00:00:04,2026-01-15 00:42:09,Rafael,BR (Brazil),00:00:04,00:00:04,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Clipe 5: Guerreiras do K-Pop
00:14:57,2026-01-14 23:21:37,Rafael,BR (Brazil),00:15:37,Not latest view,,Autoplayed: user action: None; ,DefaultWidevineAndroidPhone,Hometown Cha-Cha-Cha: Minissérie: Episódio 6 (episódio 6)
00:59:35,2026-01-14 22:07:41,Rafael,BR (Brazil),00:59:37,00:59:37,,Autoplayed: user action: User_Interaction; ,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 4: Vencedor (episódio 10)
01:01:26,2026-01-14 22:06:11,Rafael,BR (Brazil),01:09:19,01:09:19,,,DefaultWidevineAndroidPhone,Hometown Cha-Cha-Cha: Minissérie: Episódio 5 (episódio 5)
00:54:32,2026-01-14 21:11:04,Rafael,BR (Brazil),00:54:35,00:54:35,,,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 4: Wiedersehen (episódio 9)
00:51:54,2026-01-14 17:06:45,Rafael,BR (Brazil),00:51:55,00:51:55,,,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 4: Coushatta (episódio 8)
00:07:45,2026-01-14 16:59:36,Rafael,BR (Brazil),00:08:22,Not latest view,,Autoplayed: user action: None; ,DefaultWidevineAndroidPhone,Hometown Cha-Cha-Cha: Minissérie: Episódio 5 (episódio 5)
00:11:02,2026-01-14 16:48:33,Rafael,BR (Brazil),01:13:07,01:13:07,,,DefaultWidevineAndroidPhone,Hometown Cha-Cha-Cha: Minissérie: Episódio 4 (episódio 4)
00:40:43,2026-01-14 15:10:16,Rafael,BR (Brazil),00:40:44,00:40:44,,,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 4: Algo estúpido (episódio 7)
00:46:48,2026-01-14 14:23:25,Rafael,BR (Brazil),00:46:48,00:46:48,,,LG 2017 LG M16p Standard UHD TV Smart TV,Better Call Saul: Temporada 4: Piñata (episódio 6)
00:00:21,2026-01-14 14:22:49,Rafael,BR (Brazil),00:00:21,00:00:21,TRAILER,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Temporada 10 (Trailer): Queer Eye
00:00:04,2026-01-14 02:25:04,Rafael,BR (Brazil),00:00:11,Not latest view,,Autoplayed: user action: None; ,Chrome PC (Cadmium),Better Call Saul: Temporada 4: Piñata (episódio 6)
00:16:36,2026-01-14 02:15:21,Rafael,BR (Brazil),00:16:42,Not latest view,,,LG 2017 LG M16p Standard UHD TV Smart TV,Henry Danger: Temporada 4: Capitão Man-kini (episódio 13)
00:22:18,2026-01-14 01:48:34,Rafael,BR (Brazil),00:22:19,00:22:19,,,LG 2017 LG M16p Standard UHD TV Smart TV,Henry Danger: Temporada 4: Invasão do crianção (episódio 12)
00:00:14,2026-01-14 01:43:57,Rafael,BR (Brazil),00:00:20,Not latest view,,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Henry Danger: Temporada 4: Invasão do crianção (episódio 12)
00:51:44,2026-01-14 01:31:31,Rafael,BR (Brazil),00:52:01,00:52:01,,,Chrome PC (Cadmium),Better Call Saul: Temporada 4: Uma jornada e tanto (episódio 5)
00:22:20,2026-01-14 01:21:31,Rafael,BR (Brazil),00:22:20,00:22:20,,,LG 2017 LG M16p Standard UHD TV Smart TV,Henry Danger: Temporada 4: Jornada nas estradas (episódio 11)
00:08:10,2026-01-14 01:13:18,Rafael,BR (Brazil),00:22:16,00:22:16,,,LG 2017 LG M16p Standard UHD TV Smart TV,Henry Danger: Temporada 4: Diamantes para Heather (episódio 10)
00:00:08,2026-01-14 01:13:08,Rafael,BR (Brazil),00:00:08,00:00:08,HOOK,Autoplayed: user action: None; ,LG 2017 LG M16p Standard UHD TV Smart TV,Henry Danger: Season 1_hook_01_16x9
